Morgan (bacteria);;Morgan (bakteríur);;778/784/787/788/988/726;
Morgellons Disease;;Morgellons sjúkdómur;;8/20/30/120/160/304/330/432/464/500/625/665/727.5/740/787/800/835/880/920/1234/1488/1550/1600/1862/2016/2114/2180/2489/2720/2791/2855/2867/2929/3176/3347/3448/4014/4264/4271.25/5000/5611/5856.37/5858.25/7344/10000;
Motion sickness;also see nausea;Bílveiki - flugveiki - sjóveiki;sjá einnig ógleði;10000/650/625/600/465/440/648/444/1865/522/146/125/95/72/20;
Mucocutan perniciosus;;Mucocutan perniciosus;;833/667/756;
Mucor mucedo;causes rot in fruit and baked goods & sometimes found on feet and skin;Mucor mucedo;orsakir rotna í ávöxtum og bakkelsi og fann stundum á fætur og húð;612/1000/488/766/9788/735;
Mucor plumbeus;;Mucor plumbeus;;361/578/785/877;
Mucor racemosus;grows on decaying vegetation and bread and can cause ear infection;Mucor racemosus;vex á hallar gróður og brauð og geta valdið eyrnabólgu;310/474/875;
Mucor racemosus secondary;;Mucor racemosus efri;;473/686/871/873/876/878/887/7768/7976/8788/713/729/731/751/760/778/1200;
Mucous membrane inflammation general;;Slímhúð bólga almennt;;380;
Multiple sclerosis;aspartame - mercury - benzene - lead and toluene can cause same symptoms. Also see chlamydia pneumoniae/blastocystis hominis - Parasites flukes - Shigella - Nocardia - Herpes general Herpes virus - and Herpes zoster;MS - Mænusigg;aspartam - kvikasilfur - bensen - blý og tólúen getur valdið sömu einkennum. Sjá einnig Chlamydia pneumoniae / Blastocystis hominis - sníkjudýr Ögður - Shigella - Nocardia - Herpes almennt Herpes veira - og Herpes zoster;5000/728/166/224/317/727.5/787/880/218;
Multiple sclerosis (1);Also run Lyme frequencies (Brucella all types) - Chlamydia pneumoniae - Parasite freq - Heavy metal freq - Chemical poisoning and detoxification freq -;MS - Mænusigg (1);Keyra líka Lyme tíðnir (Brucella allar gerðir) - Chlamydia pneumoniae - Sníkjudýr freq - Heavy Metal freq - Chemical eitrun og afeitrun freq -;80.9/166/218/224/235/317/2253/2467/2357/8/241.68/253/304.6/242/305/660/690/727.5/2089/3057/81/1331/5000/1550/802/880/787/728/690/660/20;
Multiple sclerosis tremor or twitch 1;;MS - skjálfti eða kippir 1;;470;
Multiple sclerosis tremor or twitch 2;;MS - skjálfti eða kippir 2;;143/275/430/464/524/620/624/784/840/854/2213;
Multiple sclerosis secondary;;MS - Mænusigg - annars stigs;;20/143/275/430/470/524/620/624/802/1550/840/854/1875/1883/2088.59/2213/2189/3767/4992/5000/2252.8/728/2466.9/2720/3056.9/784/880/464;
Multiple sclerosis III;Run for 7 to 10 min each;MS - Mænusigg - þriðja stigs;Keyra í 7 til 10 mín hverja;20/80.9/241.68/304.6/660/690/727.5/787/880/2088.59/2252.8/2357.5/2466.9/3056.9/5000;
Mumps;acute viral inflammation of the saliva glands. See also Coxsackie;Hettusótt;bráð veiru bólga í munnvatni kirtla. Sjá einnig Coxsackie;152/242/642/674/922;
Mumps secondary;;Hettusótt - annars stigs;;190/235/516/1243/1660/2630/3142/9667/729/741/759/761/1170;
Mumps tertiary;;Hettusótt - staðbundin;;10000/727.5/2720/2489/2127/2008/428/880/787/727.5/20;
Mumps vaccine;;Hettusótt - forvarnar;;273/551/711/730/1419;
Muscles/to relax;;Vöðvar - Slökun;;965/20/120/240/760/6.8/6000/304;
Muscle/tonic;;Vöðvar - Jöfnun;;20/120/240/300/304/328/728/880/5000/10000;
Muscular dystrophy;disorder characterized by weakness and progressive wasting of skeletal muscles despite no concomitant wasting of nerve tissue. Aspartame/mercury/benzene/lead/and toluene can cause same symptoms. Also use Parasites flukes and see Parasites general and MS sets;Vöðvavisnun;truflun sem einkennist af veikleika og framsækin sóa beinagrindarvöðvum þrátt fyrir að enginn samhliða sóa tauga vefjum. Aspartam / kvikasilfur / bensen / blý / og tólúen getur valdið sömu einkennum. Einnig nota sníkjudýr Ögður og sjá sníkjudýr almennt og MS tíðnir;153/522/146/880/787/727.5;
Muscular pain/injury;also see Pain and General antiseptic;Vöðvaverkir - meiðsl;Einnig sjá Verkir og Sótthreinsandi almennt;2720/6000/320/250/240/160/125/80/40/20/10/5.8/2.5/1.5/1.2/1/0.5;
Mycobacterium avium (exp);;Mycobacterium avium (exp);;642.2/700.9/769.6/803.4/818.5/1001.2/858.2/786.7/625.9/674.3/953.6/1180/1148.3/773.3/615.7/608.4/770.6/896.9/694.1/680.8/632.2/619.7/680.4/857.6/860.2/590/825.7/824.5/830/937.4/529.3/1058.6/2117.1/617.8/1235.7/2471.3/1037.5/2075;
Mycogone spp;homeopathic allergenic preparation based on fungus;Mycogone spp;hómópata Ofnæmisprófuð undirbúningur miðað sveppur;371/446/1123/748;
Mycogone fungoides;;Mycogone fungoides;;488/532/662/764/852/1444;
Mycogone fungoides secondary;;Mycogone efri fungoides;;328/367/490/491/495/496/628/678/761/766/768/1055/1074/9979/709/714/729/746/757;
Mycosis fungoides (a form of skin cancer resembling eczema);;Sveppasýkingu í munni fungoides (form húðkrabbameins sem líkist exemi);;532/662/678/852/1444;
Myelin rebuilding;;Mýelín uppbygging;;4.38/9.4/9.52/8/9.8/4.38/9.8/13.16/13.33/14.28/14.92/225.64/280/259/280;
Myocarditis narbe;;Hjartavöðvabólga Narbe;;279/761;
Myocarditis necrose;homeopathic remedy from heart cells that died as a result of inadequate blood flow to them. See also Circulatory stasis;Hjartavöðvabólga drep;hómópatísk meðferð með hjartasjúkdóma frumum sem dóu vegna ófullnægjandi blóðflæðis til þeirra. Sjá einnig tíðnir fyrir blóðrásar stöðnun;706/789;
Myoma;a benign tumor on the uterus;Myoma;góðkynja æxli á legi;253/420/453/832;
Myositis;involves progressive muscle weakness;Vöðvabólga - vöðvaþroti;Vaxandi vöðvaslappleiki;120/122/125/129/1124/1169/762;
Nasal polyp;benign growth inside the nasal passage;Hnúðar í nefi;góðkynja vöxtur inni í nefgöngum;542/1436;
Nasturtium;a healing herb;Nasturtium;græðandi jurt;143;
Nausea and cramping;;Ógleði og vöðvakrampi;;72/95/190/880/832/787/727.5/20/4.9;
Nephritis/nephrosis;kidney inflammatory disease. Also treat for stones and crystals supplementally. non-inflammatory kidney disease;Nýrnabólga - nýrungaheilkenni;Nýrna bólgusjúkdómar. Nota nýrnasteina og kristalla tíðnir, einnig bólgulausa nýrnasjúkdóma;1550/274/423/636/688/880/787/727.5/10/20/10000/40/73/465/3000;
Nerve disorders;;Taugavandamál;;10000/2720/2489/2170/1800/1600/802/1550/880/787/650/625/600/125/95/72/20/440/660/690/727.5;
Nerve Pain;Run for 15 to 20 minutes - twice a day;Taugaverkir;Keyra í 15 til 20 mínútur - tvisvar á dag;968/2720;
Nerves - to stimulate healing;;Taugar - til að örva heilun;;2;
Nervous System - to balance - strengthen and support;;Taugakerfið - að jafna - styrkja og styðja;;764;
Nervousness/Prozac agitation;akathisia. See also Relaxation;Taugaveiklun - orsökuð af Prozac;Óeirð. sjá einnig Slökun;3/7.83;
Neuralgia;a painful disorder of the nervous system;Taugaverkir;Sársaukafull röskun í taugakerfi;833/3.9/802/1550/2720/10000;
Neuralgia - intercostal;;Taugaverkir - millirifjataug;;802/1550/20/125/444/1865/660/690/727.5/776/787/880/2720/3000;
Neuralgia - trigeminal;;Taugaverkir - Þrendartaug - þríburataug;;880/3.9/70.5/7.83/27.5/220/410/146/428/600/625/650/660/690/727.5/760/776/787/802/1550/832/1600/1800/2170/2489/2720;
Neurosis;;Taugaveiklun;;28;
Neurospora sitophila;;Neurospora sitophila;;705/878;
Nigrospora spp;;Nigrospora spp;;302/350/764;
Nocardia asteroides;the microorganism causing Nocardiosis - an infectious pulmonary disease characterized by abscesses in the lungs - fever and cough that can last several months;Nocardia asteroides;sem örveran veldur ígulgerlalungnabólga - smitandi lungnasjúkdómur sem einkennist af ígerð í lungum - hiti og hósti sem getur varað í nokkra mánuði;228/231/237/710/694/719/887/2890/17679.39;
Numbness;also see Circulatory stasis;Dofi;sjá einnig blóðrásar stöðnun;10000/2720/2489/2170/1800/1600/802/880/1550/787/650/625/600/440/660/690/727.5;
Oat smut;;Hafrar SMUT;;806;
Obesity-Overweight;;Offita-Yfirvigt;;333/523/768/786/666/950.6/958.8/959/959.6/960.4/962/967.6/969.3;
Obesity-Overweight Secondary;;Offita-Yfirvigt annars stigs;;124/124.2/124.4/124.6/124.8/125/125.2/125.4/125.6/125.8/126/125.9/125.7/125.5/125.3/125.1/124.9/124.7/124.5/124.3/124.1/124;
Oligodena;;Oligodena;;853;
Oospora;;Oospora;;9599/5346;
Oral lesions;chronic cases will always return until metal dental work is replaced with uranium free porcelain. See also herpes simplex I and use Stomatitis;Sár í munni;Langvarandi, tekur sig alltaf upp svo lengi sem silfur (Amalgam) er í munni. Sjá einnig herpes simplex I og nota munnbólgu tíðnir;2720/2489/2008/1800/1600/1550/802/880/787/727.5/465/444/522/146;
Orchitis;inflammation of testes due to TB - mumps - gonorrhea - cancer - bacteria - etc. See also causative condition if known;Orchitis;bólga í eistum vegna TB - hettusótt - lekanda - Krabbamein - bakteríur - o.fl. Sjá einnig orsakaþáttur ástand ef þekkt;2720/2489/2170/2127/2008/1800/1600/1550/802/1500/880/832/787/776/727.5/690/666/650/625/600/125/95/72/20/9;
Orchitis secondary;;Orchitis efri;;727.5/787/880/10000;
Ornithosis;or Psittacosis or Parrot Fever - an infectious pneumonia transmitted by certain birds;Ornithosis;eða Psittacosis eða Parrot Hiti - smitandi lungnabólga senda ákveðnum fuglum;233/331/332/583/859/1217;
Osteitis (bone inflammation);;Osteitis (bólga bein);;770;
Osteoarthritis;also see Arthritis;Slitgigt;sjá einnig liðagigt;1500/770;
Osteitis;;Osteitis;;2,65;
Osteitis;;Osteitis;;770/743/736/724;
Osteomyelitis;;Kattarbit;;2720/2489/2170/2127/2008/1800/1600/1550/802/1500/880/832/787/776/727.5/690/666;
Osteomyelosclerosis;marrow replacement by bone in response to low-grade infection;Osteomyelosclerosis;skipti marrow með bein til að bregðast við litlum bekk sýkingu;79/330;
Osteoporosis;Degeneration and softening of bones. Dietary actions are necessary along with frequency therapy;Beinþynning;Hrörnun og mýking beina. Breytt mataræði er nauðsynlegt ásamt meðferð tíðni;470.5/600/625/650/660/690/727.5/776/787/880/1600/1800;
Osteo Sinusitis max.;;Slitgigt Skútabólga;;243/327;
Otitis externa;outer ear infection. Also see Pseudomonas aeruginosa;Otitis externa;ytri eyra sýkingu. Sjá einnig Pseudomonas aeruginosa;727.5/787/880/174/482/5311;
Otitis media;middle ear swelling and/or infection and fever. See also Strep pneumonia;Miðeyrabólga;Miðeyra þroti og eða sýkinga með hita. Sjá einnig Strep lungnabólga;316/784/786/125/802/72/522/440/880/720/1550;
Otosclerosis;;Otosclerosis;;9,19;
Ovarian cyst;;Blöðrur á eggjastokkum;;567/982/711;
Ovarian disorders/general;;Eggjastokka vandamál - almennt;;650/625/600/465/444/1865/26/2720/2489/2170/2127/2008/2127.5/1800/1600/1550/802/1500/880/832/787/776/727.5/690/666/20;
Ovarian elimination/to stimulate;;Brottnám eggjastokka - örvun;;20;
Ovum;;Egg;;752;
Ox bile;the homeopathic remedy derived from it;Ox galli;að hómópata lækning dregið úr henni;672;
Ozaena;;Ozaena;;184/222/439;
Pain (Also look under name of condition causing pain);;Verkur (leita einnig orsak sem geta valdið verkjum);;3000/95/666/80;
Pain of cancer;;Krabbamein - Verkir;;3000/95/2127/2008/727.5/690/666;
Pain of infection;;Verkir - sýking;;3000/95/880/1550/802/787/776/727.5/4.9;
Pain relief;;Verkir;;304/6000/3000/666/80;
Pain/acute;;Verkir - bráða;;3000/95/10000/1550/802/880/787/727.5/690/666;
Pancreas;;Brisi;;440/464/600/624/648/1552/727.5/787/880;
Pancreatic insufficiency;;Ónóg briskirtlsstarfsemi;;20/250/650/625/600/465/444/26/2720/2489/2170/2127/2008/1800/1600/1550/802/1500/880/832/787/776/727.5/690/666/20;
Papilloma virus;causes warts and benign tumors having a branch or stalk and in some cases white patches (leukoplakia). This frequency might have limitations;Papilloma veira;veldur vörtur og góðkynja æxli hafa útibú eða fénað og í sumum tilfellum hvítur blettir (leukoplakia). Þessi tíðni gæti hafa takmarkanir;45/489/874/907/16970/265/5657/1011/9258/1051/9609/466/110/767/404/5667/20128.91/1002.16;
Papilloma kidney;small/usually benign growth on a kidney;Papilloma nýra;lítil / yfirleitt góðkynja vöxtur á nýru;110/148/264/634/767/848/917/760/762/1102;
Paraceli;;Paraceli;;232;
Paradontose;;Parodontosis;;424/1552;
Paralysis of the face - Bell’’s Palsy;;Lömun í andliti - Bell''s palsy;;2.4/3/3.9/7.83/20/27.5/220/410/33/35/40/470.5/570.5/72/90.88/110/125/194/222/304/3930.5/494/5650.5/600/625/650/660/690/727.5/776/787/833/880/1250/9320.5;
Paralysis Languorous - nonspastic;;Lömun Languorous - nonspastic;;10000/880/787/776/660/690/727.5/600/625/650/444/1865/125/95/72/20/9.19/9.2/8.25;
Paralysis - spastic;;Lömun - spasticdystonla;;10000/880/787/776/727.5/650/625/600/444/1865/125/95/72/20/7.69;
Paramecium caudatum;;Paramecium caudatum;;4500/1150/2298;
Parasites - ascaris;;Sníkjudýr - spóluorma;;152/442/8146/751/1146/797;
Parasites - enterobiasis;pinworms intestinal worms frequently found in children;Sníkjudýr - Enterobiasis;njálgur þarma orma oft í börnum;20/120/773/826/827/835/4152;
Parasites - filariose;worms in blood and organs of mammals/larvae passed from biting insects;Sníkjudýr - filariasis;orma í blóði og líffæri spendýra / lirfur liðin frá nagi skordýr;112/120/332/753;
Parasites - flukes - blood;;Sníkjudýr - ðgður - blóð;;847/867/329/419/635/7391/5516/9889;
Parasites - flukes - general;;Sníkjudýr - ðgður - Almennar;;143/275/435/676/763/524/854/945/651/664/6766/435/15244;
Parasites - flukes - general (short set);;Sníkjudýr - ðgður - Almennt (stutt tíðniröð);;524/854/651;
Parasites - flukes - intestinal (exp);;Sníkjudýr - ðgður - þarmar sérstaklega;;651/676/844/848/854/2128/2084/2150/6766;
Parasites - flukes - liver;;Sníkjudýr - ðgður - lifur;;143/275/676/763/238/6641/6672;
Parasites - flukes - lymph;;Sníkjudýr - ðgður - eitlar;;10050/157;
Parasites - flukes - pancreatic (exp);;Sníkjudýr - ðgður - sérstaklega í brisi;;1850/2000/2003/2008/2013/2050/2080/6578;
Parasites - flukes - sheep liver;;Sníkjudýr - ðgður - sauðfé lifur;;826/830/834;
Parasites - follicular mange;;Sníkjudýr - hnútótt mange;;253/693;
Parasites - general (1);use Parasites cleanup after;Sníkjudýr - Almennt (1);Nota sníkjudýr - hreinsun á eftir;20/64/72/96/112/120/125/128/152/240/334/422/442/524/651/688/732/751/800/854/1864;
Parasites - cleanup - use Parasites general (1) before running this sequence;;Sníkjudýr - hreinsun - nota sníkjudýr Almennt (1) áður en þessi tíðniröð er keyrð;;728/784/880/465;
Parasites - general (2);;Sníkjudýr - Almennt (2);;120/128/422/644/642/676/688/660/690/712/727.5/728/732/800/802/1550/1552/1862/1864/2112/4412;
Parasites - general (3);;Sníkjudýr - Almennt (3);;47/72/80/95/120/125/440/444/465/660/665/690/727.5/728/740/770/780/800/880/1840/1865/1992/1998/3176/10000;
Parasites - general - short set;;Sníkjudýr - Almennt - stutt;;20/64/72/96/112/120/152/651/732;
Parasites - giardia;;Sníkjudýr - Giardia;;334/4334/5429/829/812/2018/407;
Parasites - heartworms;;Sníkjudýr - Hjartaormur;;543/2322/200/535/1077/799;
Parasites - helminthosporium (worm eggs);;Sníkjudýr - helminthosporium (ormur egg);;793/969/164/5243;
Parasites - hookworm;;Sníkjudýr - hookworm;;6.8/440/2008/6436/5868;
Parasites - leishmania donovani;;Sníkjudýr - Leishmania donovani;;525/781;
Parasites - leishmania braziliensis;;Sníkjudýr - Leishmania braziliensis;;787;
Parasites - leishmania tropica;;Sníkjudýr - Leishmania Tropica;;791;
Parasites - pinworm (see Parasites/enterobiasis);;Sníkjudýr - pinworm (sjá sníkjudýr / Enterobiasis);;;
Parasites - roundworms - general;;Sníkjudýr - spóluorma - Almennar;;20/104/120/128/240/650/688/332/422/112/721/942/3212/732/4412/543/772/827/835/4152/5897/7159;
Parasites - roundworms - general (short set);;Sníkjudýr - spóluorma - Almennt (stutt tíðniröð);;128/240/422/650/688;
Parasites - schistosoma haematobium (blood flukes);;Sníkjudýr - Schistosoma haematobium (blóð ögður);;847/867/635;
Parasites - schistosoma mansoni;blood fluke which can cause symptoms identical to hepatitis C;Sníkjudýr - Schistosoma mansoni;blóð fluke sem getur valdið einkennum eins til lifrarbólgu C;329/9889;
Parasites - strongyloides (threadworm/genus of roundworms);;Sníkjudýr - Strongyloides (threadworm / ættkvísl spóluorma);;332/422/721/732/749/942/3212/4412;
Parasites - strongyloides secondary;;Sníkjudýr - efri Strongyloides;;380/698/752/776/722/738/746/1113;
Parasites - tapeworms;do not use unless familiar with tapeworm protocol;Sníkjudýr - bandormar - annars stigs - LESA PUNKTA;ekki nota nema kunnugir bandorma siðareglur;164/187/453/523/542/623/843/854/1223/803/3032/5522;
Parasites - tapeworms secondary;;Sníkjudýr - bandormar - annars stigs;;142/187/624/662;
Parasites - trichinosis;;Sníkjudýr - trichinosis;;101/541/822/1054/1372;
Parasites - turbatrix;;Sníkjudýr - turbatrix;;104;
Paresis;;Lömun;;9,4;
Paresthesia;Numbness and tingling from pinched nerve;Náladofi;Dofi og náladofi frá klemmdri taug;5.5/9.6;
Parkinsons disease;a slowly progressive - degenerative - neurologic disorder. Also use Chlamydia pneumoniae and see Nocardia asteroides frequencies;Parkinsons sjúkdómur;Hægur taugahrörnunar sjúkdómur. Einnig nota Chlamydia pneumoniae og sjá Nocardia asteroides tíðnir;693/813/1.1/5000/1131/33/1440/6000/3176/4334/1422/871/840/827/744/742/733/658/611/577/569/531/524/442/314/310/172/134;
Parkinsons disease alternative;Run for 30 minutes each;Parkinsons sjúkdómur val;Keyra 30 mínútur hverja;1.1/73/33;
Parkinsons disease alternative II;Run 3 minutes each freq. or more;Parkinsons sjúkdómur Alternative annars stigs;Keyra 3 mínútur hverja, eða meira;693/813/1131;
Parkinsons tremor;Run 10 minutes each;Parkinsons skjálfti;Keyra 10 mínútur í senn;5000/6000;
Parkinsons temporary relief;Run 10 min. each;Parkinsons tímabundið léttir;Keyra 10 min. hverja;130/169/6000;
Parkinsons deterioration;Run 10 min;Parkinsons rýrnun;Keyra 10 min. hverja;813/6000;
Parvovirus - canine;;Parvóveira - hundum;;637/185/323/562/613/622/1000/4027;
Parvovirus - canine mutant strain;;Parvóveira - hundur stökkbreyttur stofn;;323/514;
Parvovirus - canine type B;;Parvóveira - hundur gerð B;;323/535/613/755;
Parvovirus - new strain;;Parvóveira - nýr stofn;;2257/488/488;
Pasteurella combination;bacterial diseases spread by animal bites;Pasteurella - Ýmsir;Bakteríu sjúkdómar, breiðast út með dýrabiti;323/913/694;
Pelvic inflammatory disease;;Grindarholi bólgusjúkdómur;;2720/2489/2170/2127/2008/1800/1600/1550/802/787/776/727.5/690/666/650/625/600/465/444/522/95/72/450/428;
Pemniciosis;;Pemniciosis;;232/622/822/4211;
Pemphigus;rare/autoimmune skin disorders characterized by blisters in the outer layer of skin and mucous membranes;Blöðrusótt;Sjaldgæft sjálfónæmis húðvandamál sem einkennast af blöðrum í ytri lag húðar og slímhúðar;694/893/665;
Penicillium chrysogenum;;Penicillium chrysogenum;;129/249/344/967;
Penicillium chrysogenum secondary;;Penicillium chrysogenum efri;;345/688/868/1070/2411/728/764/765;
Penicillium notatum;;Penicillium notatum;;334/629;
Penicillium notatum secondary;;Penicillium notatum efri;;321/550/555/556/558/560/562/566/572/644/825/922/942/4870/7780/412/715;
Penicillium rubrum;;Penicillium rubrum;;332/457/460/462/766/1015/1018;
Pennyroyal (an herb);;Pennyroyal (jurt);;772;
Pinguecula;;Pinquecula;;746/755/1375/6965/626/948;
Pepto streptococcus;;Pepto Streptococcus;;201/629;
Pericarditis;NOTE/Cardiac conditions are inherently unstable. Therefore - we cannot recommend the use of frequencies on humans - even outside U.S. jurisdiction. These frequencies are for animal research only.;Gollurshússbólga;ATHUGIÐ - Hjarta vandamál eru í eðli sínu óstöðugt. Því getum við ekki mælt með notkun tíðna á menn - jafnvel utan bandarískrar lögsögu. Þessar tíðnir og aðrar eru eingöngu til rannsókna og alfarið á ábyrgð notanda. Dýralyf.;2720/2170/1600/880/1550/802/787/727.5/625/125/95/72/20;
Periodontal disease;also see Pyorrhea/Dental foci;Tannholdsbólga;Sjá einnig Pyorrhea / Dental Foci;727.5/787;
Peritonitis;;Lífhimnubólga;;727.5/787/880;
Perniosis;chilblains : a disorder of the blood vessels caused by prolonged exposure to cold and characterized by skin lesions on the lower legs - hands - toes - feet - ears and face);Perniosis;chilblains: kvilli í æðum af völdum langvarandi útsetningu fyrir kulda og einkennist af sárum í húð á fótleggjum - Hendur - Tær - fætur - eyrum og andliti);20/232/622/822/4211/2112;
Pertussis (whooping cough);;Kíghósti;;526/765/46/284/9101/697/906;
Pertussis secondary;;Kíghósti annars stigs;;880/832/802/787/776/727.5/1234/7344;
Pesticide detox;see also Liver and Kidney support/Circulatory and Lymph stasis freqs;Skordýraeiturleifar - Afeitrun;Sjá einnig lifrar og nýrna stuðning - blóðrásarkerfis og eitla stöðnunar tíðnir;73/26/6/1;
Phaqocyross/stimulates;;Phaqocyross / örvar;;20/125/727.5/787/880;
Pharyngitis;inflammation of pharynx/can cause chronic sore throat - halitosis - and pharyngeal ulcers. Also see Sore throat - Halitosis);Kokbólga;Bólga í koki - getur valdið langvarandi særindum í hálsi - andremmu - og særindum í koki. Sjá einnig særindi í hálsi - andremma;440/380/1600/1550/802/776/784/880/727.5/20/522/146;
Phlebitis (vein inflammation);;Bláæðabólga (æðabólga);;1500/776;
Phoma Destructiva (homeopathic);;Phoma eyðileggjandi (hómópata);;163/815/621;
Pineal gland (to stimulate);;Heilaköngulinn (til að örva);;20;
Plantaris;;Plantaris;;2008;
Plasmacytoma;a tumor with plasma cells that occurs in the bone marrow - as in multiple myeloma - or outside of the bone marrow - as in tumors of the inner organs and lining of the nose - mouth - and throat;Plasmacytoma;æxli með plasma frumur sem á sér stað í beinmerg - eins og í mergæxli - eða utan beinmerg - eins og í æxlum innri líffæri og slímhúð í nefi - munn - og hálsi;475;
Pleurisy;Inflammation of the lung membrane and abdominal lining;Fleiðrubólga;Bólga í lungnahimnu og kviðarhols vef;1550/802/880/787/776/727.5/125/95/72/20/444/1865/450;
Ptosis;eyelid droop. Also use Parasite general - ascaris - and roundworm;Lokbrá;Augnloks fall. Notið einnig Sníkjudýratíðnir - Almennt og hringorma;10000;
Pneumocystis carinii;fungus which causes pneumonia usually developing in the immunosuppressed or in infants;Pneumocystis carinii;sveppur sem veldur lungnabólgu oftast þróa vegna ónæmisbælingar eða ungbörnum;204/340/742;
Pneumonia;see also Pneumonia klebsiella - Pneumoniae mycoplasma - Pneumonia bronchial - Pneumocystis carinii - Streptococcus pneumonia;Lungnabólgu;sjá einnig Lungnabólga Klebsiella - pneumoniae Mycoplasma - Lungnabólga berkjum - Pneumocystis carinii - Streptococcus lungnabólgu;1238/1550/1862/802/880/787/776/727.5/20/450/412/766/688/683/975/2688/660;
Pneumonia/bronchial;inflammation of bronchi and lungs;Lungnabólga - berkjubólga;Bólga í berkjum og lungum;550/802/880/787/776/727.5/452/1474/578;
Pneumoniae klebsiella;causes an acute/bacterial pneumonia;Klebsiella pneumoniae;veldur bráða / baktería lungnabólgu;412/766/776/413/840/746/765/779/783/818;
Pneumonia mycoplasma;a contagious pneumonia of children and young adults;Mycoplasma lungnabólga;smitandi lungnabólga af börnum og ungu fólki;688/975/777/2688/660;
Polio (also known as poliomyelitis);;Mænusótt;;1500/135/807/283/742/776/1500/2632/1850/10000;
Polio secondary complications;;Mænusótt annars stigs fylgikvillar;;1550/802/428/1500/880/787/660/690/727.5/10000;
Polyarthritis;;Fjöltaugagigt;;512;
Polycystic Ovary Syndrome (PCOS);;Fjölblöðrueggjastokkaheilkenni (PCOS);;0.50/0.97/2.75/12.85/20/37.50/122.53/325.87/840.02;
Polyp - nasal;;Blöðrur - Nef;;542/1436;
Polyp - uterine;;Blöðrur - legi;;689;
Polyp - general;;Blöðrur - Almennt;;2720/2489/2170/2127/2008/1800/1600/727.5/690/666/650/625/600/465/444/20/522/146;
Porphyria;several rare disorders of the nervous system and skin;Porfýría;Nokkrar mjög sjaldgæfar aukaverkanir í taugakerfi og húð;698/780;
Post Surgery detoxification of anaesthesia;also requires post-recovery saunas with electrolyte replacement;Fyrir skurðaðgerðar tíðni - afeitrun vegna svæfingar;Einnig gott að fara í (eftir bata gufubað) með salta uppbyggingui;522/146;
Prostate - enlarged;see Prostatitis and other prostate sets;Blöðruhálskirtli - stækkun;sjá blöðruhálskirtll og aðrar tíðnir vegna blöðruhálskirtls;2250/2128/2050/690/666;
Prostatitis;benign prostate tumor or infection;Bólga í blöðruhálskirtli;góðkynja æxli eða sýking;100/410/522/146/2720/2489/2170/2127/2008/1550/802/787/776/727.5/690/666/465/125/95/72/20/444/522/9.1;
Prostatitis (infection/secondary);;Bólga í blöðruhálskirtli - sýking - annars stigs;;2050/2250;
Prostate adenominum;;Blöðruhálskirtli adenominum;;442/688/1875/748/766;
Prostate hyperplasia;;Blöðruhálskirtill - frumuaukning;;920;
Prostate problems/general;;Vandamál í blöðruhálskirtli - almennt;;2128/2008/2720/664/728/408/9.39/2127/2008/727.5/690/666/465/880/802/787/727.5/125/95/73/72/20/9/9.19;
Proteus;;Proteus;;424/434/834;
Protozoa;;Frumdýr;;432/753/5776;
Pseudomonas aeruginosa;bacteria causing blue pus infections found in wounds - burns - and the urinary tract/et al;Pseudomonas aeruginosa;bakteríur sem valda blá gröftur sýkingum finnast í sárum - bruna - og þvagfærum / et al;174/482/785/1132/5311/3965/405/633/191/178/731/6646/178;
Pseudomonas mallei;also called glanders bacillus. Causes glanders - a blue pus infection of the respiratory system and mouth - and transmitted occasionally to man by equine.;Pseudomonas mallei;einnig kallað glanders Bacillus. Veldur glanders - bláan gröftur sýkingu í öndunarfæri og munn - og send stundum að manni hestum.;687/857/875/1273/501/743/774;
Pseudomonas pyocyanea;;Pyocyanea Pseudomonas;;437;
Psoriasis;also use Hypothyroid set and see General Parasite - ascaris - and other roundworm freqs;Psoriasis;einnig nota vanstarfsemi sett og sjá Sníkjudýr Almennt - ascaris - og aðrar hringorma tíðnir;2180/2128/2008/2489/1552/880/800/786/728/664/304/96/112/100/60/104/64/152/2170/2720;
Psoriasis - ankylosing spondylitis;;Psoriasis - hryggikt;;3000/95/1550/802/880/787/776/727.5/650/625/600/28/1.2/10/35/28/7.69/110/100/60/428/680;
Psorinum;;Psorinum;;786/767;
Pullularia pullulans (allergy remedy);;(Ofnæmi gúmmí) Pullularia pullulans;;432/873/1364/684/739/750;
Pyelitis - proteus;bacteria commonly found in hospital-borne conditions;Pyelitis - Proteus;bakteríur fundust almennt í sjúkrahús-borinn skilyrði;434/594/776;
Pyocyaneus;homeopathic nosode for Pseudomonas pyocyanea;Pyocyaneus;hómópatísk nosode fyrir Pseudomonas pyocyanea;437;
Pyoderma;or Pyoderma Gangrenosum a rare skin disorder of unknown cause. Small pustules develop into large ulcers at various sites on the body. Also see Parasites general and General antiseptic;Pyoderma;eða ákomudrepi sjaldgæfur húðkvilli af óþekktum orsökum. Lítil graftarbólur þróast í stórum sár á ýmsum stöðum á líkamanum. Einnig sjá Sníkjudýr almennt og General sótthreinsandi;123/132/967/974/1556/1489/663;
